Group,Otu0001,Otu0002,Otu0003,Otu0004,Otu0005,Otu0006,Otu0007,Otu0008,Otu0009,Otu0010,Otu0011,Otu0012,Otu0013,Otu0014,Otu0015,Otu0016,Otu0017,Otu0018,Otu0019,Otu0020,Otu0021,Otu0022,Otu0023,Otu0024,Otu0025,Otu0026,Otu0027,Otu0028,Otu0029,Otu0030,Otu0031,Otu0032,Otu0033,Otu0034,Otu0035,Otu0036,Otu0037,Otu0038,Otu0039,Otu0040,Otu0041,Otu0042,Otu0043,Otu0044,Otu0045,Otu0046,Otu0047,Otu0048,Otu0049,Otu0050,Otu0051,Otu0052,Otu0053,Otu0054,Otu0055,Otu0056,Otu0057,Otu0058,Otu0059,Otu0060,Otu0061,Otu0062,Otu0063,Otu0064,Otu0065,Otu0066,Otu0067,Otu0068,Otu0069,Otu0070,Otu0071,Otu0072,Otu0073,Otu0074,Otu0075,Otu0076,Otu0077,Otu0078,Otu0079,Otu0080,Otu0081,Otu0082,Otu0083,Otu0084,Otu0085,Otu0086,Otu0087,Otu0088,Otu0089,Otu0090,Otu0091,Otu0092,Otu0093,Otu0094,Otu0095,Otu0096,Otu0097,Otu0098,Otu0099,Otu0100,Otu0101,Otu0102,Otu0103,Otu0104,Otu0105,Otu0106,Otu0107,Otu0108,Otu0109,Otu0110,Otu0111,Otu0112,Otu0113,Otu0114,Otu0115,Otu0116,Otu0117,Otu0118,Otu0119,Otu0120,Otu0121,Otu0122,Otu0123,Otu0124,Otu0125,Otu0126,Otu0127,Otu0128,Otu0129,Otu0130,Otu0131,Otu0132,Otu0133,Otu0134,Otu0135,Otu0136,Otu0137,Otu0138,Otu0139,Otu0140,Otu0141,Otu0142,Otu0143,Otu0144,Otu0145,Otu0146,Otu0147,Otu0148,Otu0149,Otu0150,Otu0151,Otu0152,Otu0153,Otu0154,Otu0155,Otu0156,Otu0157,Otu0158,Otu0159,Otu0160,Otu0161,Otu0162,Otu0163,Otu0164,Otu0165,Otu0166,Otu0167,Otu0168,Otu0169,Otu0170,Otu0171,Otu0172,Otu0173,Otu0174,Otu0175,Otu0176,Otu0177,Otu0178,Otu0179,Otu0180,Otu0181,Otu0182,Otu0183,Otu0184,Otu0185,Otu0186,Otu0187,Otu0188,Otu0189,Otu0190,Otu0191,Otu0192,Otu0194,Otu0195,Otu0196,Otu0197,Otu0198,Otu0199,Otu0200,Otu0201,Otu0202,Otu0203,Otu0204,Otu0205,Otu0206,Otu0207,Otu0208,Otu0209,Otu0210,Otu0211,Otu0212,Otu0213,Otu0214,Otu0215,Otu0217,Otu0218,Otu0219,Otu0220,Otu0221,Otu0222,Otu0223,Otu0224,Otu0225,Otu0226,Otu0227,Otu0228,Otu0229,Otu0230,Otu0231,Otu0232,Otu0233,Otu0234,Otu0235,Otu0236,Otu0237,Otu0238,Otu0239,Otu0240,Otu0241,Otu0242,Otu0243,Otu0244,Otu0245,Otu0246,Otu0247,Otu0248,Otu0249,Otu0251,Otu0252,Otu0253,Otu0254,Otu0255,Otu0256,Otu0257,Otu0259,Otu0260,Otu0261,Otu0262,Otu0263,Otu0264,Otu0265,Otu0266,Otu0267,Otu0268,Otu0269,Otu0270,Otu0271,Otu0272,Otu0273,Otu0274,Otu0275,Otu0276,Otu0277,Otu0278,Otu0279,Otu0280,Otu0281,Otu0282,Otu0284,Otu0285,Otu0286,Otu0287,Otu0288,Otu0289,Otu0290,Otu0291,Otu0292,Otu0293,Otu0294,Otu0295,Otu0296,Otu0297,Otu0298,Otu0299,Otu0300,Otu0302,Otu0303,Otu0304,Otu0305,Otu0306,Otu0308,Otu0310,Otu0311,Otu0312,Otu0313,Otu0314,Otu0315,Otu0316,Otu0317,Otu0319,Otu0320,Otu0322,Otu0323,Otu0324,Otu0325,Otu0326,Otu0327,Otu0328,Otu0329,Otu0330,Otu0331,Otu0332,Otu0333,Otu0334,Otu0335,Otu0336,Otu0337,Otu0338,Otu0339,Otu0340,Otu0341,Otu0342,Otu0343,Otu0344,Otu0345,Otu0346,Otu0347,Otu0349,Otu0350,Otu0352,Otu0353,Otu0354,Otu0355,Otu0356,Otu0357,Otu0358,Otu0362,Otu0363,Otu0364,Otu0365,Otu0366,Otu0367,Otu0370,Otu0371,Otu0372,Otu0373,Otu0374,Otu0375,Otu0376,Otu0378,Otu0380,Otu0381,Otu0382,Otu0383,Otu0384,Otu0386,Otu0387,Otu0388,Otu0389,Otu0390,Otu0391,Otu0392,Otu0393,Otu0394,Otu0396,Otu0397,Otu0398,Otu0399,Otu0400,Otu0401,Otu0402,Otu0403,Otu0404,Otu0405,Otu0406,Otu0407,Otu0408,Otu0409,Otu0410,Otu0411,Otu0413,Otu0414,Otu0415,Otu0416,Otu0417,Otu0418,Otu0419,Otu0420,Otu0421,Otu0422,Otu0423,Otu0426,Otu0427,Otu0428,Otu0429,Otu0430,Otu0431,Otu0432,Otu0433,Otu0434,Otu0435,Otu0436,Otu0437,Otu0439,Otu0440,Otu0441,Otu0442,Otu0444,Otu0445,Otu0449,Otu0450,Otu0452,Otu0453,Otu0454,Otu0455,Otu0458,Otu0461,Otu0462,Otu0464,Otu0466,Otu0468,Otu0469,Otu0474,Otu0475,Otu0477,Otu0479,Otu0480,Otu0481,Otu0482,Otu0485,Otu0488,Otu0489,Otu0498,Otu0499,Otu0501,Otu0502,Otu0503,Otu0505,Otu0507,Otu0509,Otu0511,Otu0512,Otu0513,Otu0514,Otu0515,Otu0517,Otu0518,Otu0519,Otu0521,Otu0527,Otu0528,Otu0529,Otu0530,Otu0531,Otu0532,Otu0534,Otu0538,Otu0542,Otu0545,Otu0546,Otu0547,Otu0548,Otu0550,Otu0551,Otu0554,Otu0555,Otu0557,Otu0558,Otu0559,Otu0560,Otu0561,Otu0564,Otu0566,Otu0569,Otu0574,Otu0579,Otu0581,Otu0582,Otu0583,Otu0585,Otu0588,Otu0590,Otu0592,Otu0594,Otu0595,Otu0596,Otu0597,Otu0598,Otu0601,Otu0604,Otu0608,Otu0611,Otu0612,Otu0615,Otu0616,Otu0617,Otu0618,Otu0621,Otu0623,Otu0624,Otu0625,Otu0626,Otu0627,Otu0630,Otu0631,Otu0634,Otu0638,Otu0644,Otu0646,Otu0648,Otu0650,Otu0651,Otu0652,Otu0655,Otu0657,Otu0659,Otu0662,Otu0663,Otu0664,Otu0665,Otu0666,Otu0668,Otu0670,Otu0672,Otu0673,Otu0674,Otu0678,Otu0681,Otu0682,Otu0683,Otu0689,Otu0693,Otu0695,Otu0697,Otu0699,Otu0701,Otu0703,Otu0704,Otu0705,Otu0710,Otu0711,Otu0712,Otu0714,Otu0717,Otu0722,Otu0725,Otu0734,Otu0736,Otu0737,Otu0745,Otu0755,Otu0762,Otu0763,Otu0773,Otu0775,Otu0776,Otu0777,Otu0783,Otu0784,Otu0787,Otu0793,Otu0794,Otu0797,Otu0804,Otu0805,Otu0811,Otu0813,Otu0815,Otu0816,Otu0817,Otu0822,Otu0824,Otu0826,Otu0828,Otu0830,Otu0834,Otu0835,Otu0837,Otu0843,Otu0855,Otu0858,Otu0859,Otu0866,Otu0867,Otu0873,Otu0875,Otu0884,Otu0887,Otu0891,Otu0894,Otu0895,Otu0910,Otu0912,Otu0913,Otu0920,Otu0927,Otu0928,Otu0935,Otu0937,Otu0946,Otu0952,Otu0965,Otu0967,Otu0969,Otu0970,Otu0974,Otu0982,Otu0985,Otu0987,Otu0994,Otu0999,Otu1008,Otu1016,Otu1023,Otu1030,Otu1032,Otu1035,Otu1039,Otu1042,Otu1057,Otu1066,Otu1072,Otu1075,Otu1080,Otu1081,Otu1085,Otu1089,Otu1105,Otu1111,Otu1113,Otu1117,Otu1118,Otu1122,Otu1127,Otu1164,Otu1179,Otu1181,Otu1182,Otu1183,Otu1186,Otu1188,Otu1190,Otu1194,Otu1196,Otu1206,Otu1220,Otu1223,Otu1239,Otu1240,Otu1241,Otu1242,Otu1247,Otu1254,Otu1256,Otu1259,Otu1264,Otu1266,Otu1275,Otu1313,Otu1331,Otu1335,Otu1347,Otu1353,Otu1376,Otu1382,Otu1385,Otu1399,Otu1409,Otu1410,Otu1437,Otu1440,Otu1443,Otu1445,Otu1450,Otu1455,Otu1461,Otu1467,Otu1471,Otu1476,Otu1487,Otu1498,Otu1501,Otu1506,Otu1515,Otu1520,Otu1522,Otu1524,Otu1528,Otu1531,Otu1541,Otu1542,Otu1543,Otu1548,Otu1550,Otu1583,Otu1588,Otu1596,Otu1644,Otu1646,Otu1658,Otu1685,Otu1690,Otu1691,Otu1696,Otu1705,Otu1706,Otu1727,Otu1729,Otu1731,Otu1733,Otu1735,Otu1737,Otu1740,Otu1749,Otu1757,Otu1778,Otu1794,Otu1820,Otu1828,Otu1831,Otu1832,Otu1833,Otu1838,Otu1862,Otu1882,Otu1891,Otu1899,Otu1942,Otu1943,Otu1946,Otu1947,Otu1949,Otu1963,Otu1984,Otu1993,Otu1996,Otu2007,Otu2012,Otu2018,Otu2025,Otu2028,Otu2030,Otu2061,Otu2075,Otu2076,Otu2082,Otu2118,Otu2126,Otu2157,Otu2173,Otu2180,Otu2181,Otu2205,Otu2214,Otu2271,Otu2287,Otu2331,Otu2335,Otu2366,Otu2381,Otu2416,Otu2417,Otu2418,Otu2432,Otu2474,Otu2573,Otu2620,Otu2624,Otu2676,Otu2682,Otu2695,Otu2714,Otu2739,Otu2749,Otu2771,Otu2831,Otu2903,Otu2918,Otu2934,Otu2961,Otu2971,Otu2988,Otu3022,Otu3037,Otu3083,Otu3112,Otu3151,Otu3209,Otu3232,Otu3250,Otu3255,Otu3260,Otu3274,Otu3407
1a_d,47,17,0,17,136,0,77,0,2,11,0,1,22,1,60,12,1,13,1,0,23,0,0,0,0,81,0,1,0,1,0,837,0,0,45,0,0,0,8,0,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1b_d,0,63,0,0,28,0,1206,0,1,0,0,0,0,0,0,2,0,0,1,0,5,0,1,0,6,0,1,0,2,0,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c_d,309,104,0,229,127,0,12,249,0,7,0,89,59,1,12,19,8,1,0,37,0,0,34,1,18,9,0,0,11,1,0,444,0,0,12,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,45,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1d_d,173,216,0,38,108,0,232,85,1,14,0,4,8,3,2,50,17,1,3,2,8,0,13,0,2,2,0,0,4,1,0,1000,0,0,21,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e_d,430,531,0,156,86,0,5,157,0,0,0,85,43,3,3,74,16,9,8,26,0,0,57,3,7,0,0,0,0,1,0,282,0,1,26,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
